time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.926728,-0.0378,0.0248,0.0378,0.059
6.927896,-0.0378,0.0248,0.0378,0.059
6.953199,0.0079,0.0192,0.0741,0.077
6.969849,0.0585,-0.1032,0.0699,0.138
6.988203,0.0013,-0.1270,0.0841,0.152
7.024562,-0.0844,-0.1068,0.2105,0.251
7.041343,-0.0189,-0.2478,0.1865,0.311
7.051874,0.0414,-0.3469,0.1423,0.377
7.068422,0.0375,-0.3324,0.0437,0.337
7.088840,-0.0074,-0.0506,0.0040,0.051
7.126644,0.0490,-0.0568,-0.1311,0.151
7.147446,-0.0127,-0.0412,-0.1008,0.110
7.153360,-0.0127,-0.0412,-0.1008,0.110
7.170768,-0.0242,0.0680,-0.0677,0.099
7.190607,0.0119,0.1510,-0.0491,0.159
7.221210,0.0765,0.1213,-0.1164,0.185
7.234558,0.0477,0.1083,-0.1789,0.214
7.251734,0.0285,0.1242,-0.1820,0.222
7.273253,-0.0076,0.1885,-0.1623,0.249
7.294052,0.0519,0.1226,-0.1223,0.181
7.326390,0.0086,-0.0497,-0.1108,0.122
7.354312,-0.0415,-0.0388,0.0509,0.076
7.367436,-0.0199,-0.0373,0.1240,0.131
7.384833,0.0304,-0.0524,0.1163,0.131
7.400584,0.0857,0.0448,-0.0268,0.100
7.417979,0.0548,0.0932,-0.0383,0.115
7.443766,-0.0047,0.0052,-0.0154,0.017
7.465493,-0.0520,0.0077,0.0618,0.081
7.484442,-0.0372,0.0435,0.0593,0.082
7.501692,-0.0179,0.0344,-0.0043,0.039
7.521612,0.0112,0.0118,-0.1870,0.188
7.538810,0.0329,0.0224,-0.2087,0.212
7.559264,-0.0075,-0.0043,-0.2209,0.221
7.579375,-0.0428,0.0120,-0.0156,0.047
7.609106,-0.0514,0.1477,0.1422,0.211
7.637956,0.0832,0.0670,-0.1014,0.147
7.651593,0.0737,-0.0100,-0.1244,0.145
7.666098,0.0310,-0.1307,0.0683,0.151
7.683897,-0.0381,-0.1994,0.1836,0.274
7.725166,0.0171,0.0315,0.0060,0.036
7.726316,0.0171,0.0315,0.0060,0.036
7.748511,0.0120,0.0971,-0.0445,0.107
7.766878,0.0045,0.0594,-0.0478,0.076
7.784323,0.0092,-0.0349,-0.0061,0.037
7.825660,0.0140,-0.0962,0.0495,0.109
7.826812,0.0140,-0.0962,0.0495,0.109
7.848445,0.0140,-0.1013,-0.0032,0.102
7.866302,-0.0388,-0.0206,0.0291,0.053
7.886293,-0.0269,-0.0451,0.0775,0.094
7.925660,0.0498,-0.0957,-0.0403,0.115
7.953334,0.0280,-0.0596,-0.0474,0.081
7.954349,0.0280,-0.0596,-0.0474,0.081
7.968732,-0.0225,-0.0576,-0.0115,0.063
7.989965,-0.0752,-0.0555,-0.0007,0.094
8.027763,0.0899,-0.0065,0.0772,0.119
8.047853,0.0994,0.0595,-0.0270,0.119
8.066068,-0.0467,0.0726,0.0061,0.087
8.082807,-0.0513,-0.0766,0.0847,0.125
8.104104,-0.0584,-0.0198,0.1134,0.129
8.118177,-0.0679,0.0400,0.0884,0.118
8.139483,0.0495,0.0291,-0.0438,0.072
8.162229,0.0614,-0.0368,-0.1182,0.138
8.178211,0.0543,-0.0240,-0.1298,0.143
8.198523,-0.0462,0.0612,-0.0762,0.108
8.238548,-0.0051,-0.0855,-0.0104,0.086
8.256738,0.0692,-0.0978,-0.1019,0.157
8.265088,0.0429,-0.0370,-0.0960,0.111
8.281666,-0.0457,0.0700,-0.0538,0.099
8.302009,-0.0217,0.0430,-0.0360,0.060
8.340597,-0.0021,-0.0308,-0.0424,0.052
8.366487,0.0171,0.0548,-0.0605,0.083
8.367602,0.0171,0.0548,-0.0605,0.083
8.383385,-0.0069,0.1541,-0.0361,0.158
8.405019,0.0435,0.1301,-0.0370,0.142
8.425260,0.0724,0.0688,-0.0629,0.118
8.452254,-0.0208,0.0313,-0.1317,0.137
8.465790,-0.0279,0.0342,-0.1020,0.111
8.486743,0.0083,-0.0007,0.0618,0.062
8.523101,0.0086,-0.1741,0.1667,0.241
8.546126,-0.0129,-0.2244,0.1190,0.254
8.564338,-0.0321,-0.1646,0.0176,0.169
8.581224,-0.0490,-0.0516,-0.0835,0.110
8.598398,0.0060,-0.0358,-0.0800,0.088
8.615053,0.0180,-0.0587,-0.0086,0.062
8.641342,0.0348,0.0089,-0.0387,0.053
8.660837,0.0226,0.1906,-0.1578,0.248
8.670095,0.0561,0.1805,-0.1542,0.244
8.690307,0.0440,0.0331,-0.1153,0.128
8.716158,-0.0303,-0.0037,-0.0429,0.053
8.730755,-0.0518,0.0010,0.0178,0.055
8.751096,-0.0063,-0.0348,0.0065,0.036
8.772967,0.0655,-0.0469,-0.0152,0.082
8.793012,0.0463,-0.0348,-0.0210,0.062
8.822108,-0.0375,-0.0394,0.0212,0.058
8.832848,-0.0351,-0.0487,0.0119,0.061
8.853441,-0.0015,-0.0646,-0.0422,0.077
8.874228,0.0224,0.0362,-0.0491,0.065
8.895282,0.0249,0.0340,0.0585,0.072
8.933545,0.0108,-0.0229,0.0573,0.063
8.946089,0.0036,-0.0325,0.0064,0.033
8.962031,0.0084,-0.0446,-0.0272,0.053
8.980163,0.0012,-0.0109,-0.0443,0.046
8.997615,-0.0251,0.0060,-0.0001,0.026
9.033869,0.0278,0.0110,0.0021,0.030
